,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
6459,1,8.24021167594,-21.5168580207,22-23,0.01,0.0280062612146,galaxies
6506,1,8.27254408179,-21.5042365625,22-23,0.01,0.999917447567,star
6507,1,8.27254408179,-21.5042365625,22-23,0.01,0.999917447567,star
6604,1,8.29940893166,-21.4802635988,18-19,0.01,0.998292863369,star
6605,1,8.29940893166,-21.4802635988,18-19,0.01,0.998292863369,star
6896,1,8.15433377423,-21.5177754557,18-19,0.01,0.985456943512,star
6897,1,8.15433377423,-21.5177754557,18-19,0.01,0.985456943512,star
6982,1,8.09208820636,-21.6626612546,21-22,0.01,0.023664785549,galaxies
6983,1,8.09208820636,-21.6626612546,21-22,0.01,0.023664785549,galaxies
7114,1,8.0270067793,-21.5768347107,20-21,0.01,0.983424007893,star
7115,1,8.0270067793,-21.5768347107,20-21,0.01,0.983424007893,star
7248,1,7.89854352351,-21.6652573518,18-19,0.01,0.028982097283,galaxies
7249,1,7.89854352351,-21.6652573518,18-19,0.01,0.028982097283,galaxies
7810,1,8.46183771042,-21.5667839439,17-18,0.01,0.028712451458,galaxies
7811,1,8.46183771042,-21.5667839439,17-18,0.01,0.028712451458,galaxies
7844,1,8.4025031679,-21.5559505113,23-24,0.01,0.0208724476397,galaxies
7845,1,8.4025031679,-21.5559505113,23-24,0.01,0.0208724476397,galaxies
7858,1,8.47538883194,-21.5493123963,23-24,0.01,0.0193485375494,galaxies
7859,1,8.47538883194,-21.5493123963,23-24,0.01,0.0193485375494,galaxies
8136,1,8.3197864171,-21.6226561291,21-22,0.01,0.000858894200064,galaxies
8137,1,8.3197864171,-21.6226561291,21-22,0.01,0.000858894200064,galaxies
8356,2,8.26794319309,-20.969353974,19-20,0.01,0.0286329239607,galaxies
8357,2,8.26794319309,-20.969353974,19-20,0.01,0.0286329239607,galaxies
8610,2,8.17068740245,-21.6693328854,20-21,0.01,0.984321892262,star
8611,2,8.17068740245,-21.6693328854,20-21,0.01,0.984321892262,star
8646,2,8.22863648297,-21.6430438359,21-22,0.01,0.999830424786,star
8647,2,8.22863648297,-21.6430438359,21-22,0.01,0.999830424786,star
8766,2,8.13075963693,-21.0245899338,22-23,0.01,0.0281748659909,galaxies
8767,2,8.13075963693,-21.0245899338,22-23,0.01,0.0281748659909,galaxies
9366,2,8.09011633969,-21.0325445292,22-23,0.01,0.0284490212798,galaxies
9367,2,8.09011633969,-21.0325445292,22-23,0.01,0.0284490212798,galaxies
9710,2,7.92914117386,-21.0850656129,22-23,0.01,0.987388849258,star
9711,2,7.92914117386,-21.0850656129,22-23,0.01,0.987388849258,star
9914,2,7.84614779976,-21.1932804881,22-23,0.01,0.988683342934,star
9915,2,7.84614779976,-21.1932804881,22-23,0.01,0.988683342934,star
9938,2,7.97605364715,-21.756368924,22-23,0.01,0.00109829881694,galaxies
9939,2,7.97605364715,-21.756368924,22-23,0.01,0.00109829881694,galaxies
10340,2,7.73782543459,-21.1954091134,20-21,0.01,0.0286386180669,galaxies
10341,2,7.73782543459,-21.1954091134,20-21,0.01,0.0286386180669,galaxies
10366,2,7.73471604449,-21.1839264436,23-24,0.01,0.0229838043451,galaxies
10367,2,7.73471604449,-21.1839264436,23-24,0.01,0.0229838043451,galaxies
10668,2,8.20344524699,-21.1678450221,23-24,0.01,0.0245258025825,galaxies
10669,2,8.20344524699,-21.1678450221,23-24,0.01,0.0245258025825,galaxies
10732,2,8.2338440366,-21.1382229427,22-23,0.01,0.0279035642743,galaxies
10733,2,8.2338440366,-21.1382229427,22-23,0.01,0.0279035642743,galaxies
10898,2,8.06394141914,-21.2304265925,24-25,0.01,0.000430122076068,galaxies
10899,2,8.06394141914,-21.2304265925,24-25,0.01,0.000430122076068,galaxies
11130,2,8.10188238293,-21.1070383047,21-22,0.01,0.0280291289091,galaxies
11131,2,8.10188238293,-21.1070383047,21-22,0.01,0.0280291289091,galaxies
11178,2,8.00783513111,-21.2614432346,19-20,0.01,0.967198550701,galaxies
11179,2,8.00783513111,-21.2614432346,19-20,0.01,0.967198550701,galaxies
11614,2,7.84519567923,-21.214841684,22-23,0.01,0.989361405373,star
11615,2,7.84519567923,-21.214841684,22-23,0.01,0.989361405373,star
11700,2,7.76626481106,-21.3657791783,23-24,0.01,0.0269880015403,galaxies
11701,2,7.76626481106,-21.3657791783,23-24,0.01,0.0269880015403,galaxies
11894,2,7.71247185271,-21.2555258482,22-23,0.01,0.0271533820778,galaxies
11895,2,7.71247185271,-21.2555258482,22-23,0.01,0.0271533820778,galaxies
12300,2,8.27521604626,-21.2684065001,21-22,0.01,0.0307302866131,galaxies
12301,2,8.27521604626,-21.2684065001,21-22,0.01,0.0307302866131,galaxies
12736,2,8.13781739876,-21.2316319161,21-22,0.01,0.0283979158849,galaxies
12737,2,8.13781739876,-21.2316319161,21-22,0.01,0.0283979158849,galaxies
13404,2,7.83845593387,-21.4576547196,21-22,0.01,0.0286125224084,galaxies
13405,2,7.83845593387,-21.4576547196,21-22,0.01,0.0286125224084,galaxies
13562,2,7.83581165628,-21.3714593792,21-22,0.01,0.985634148121,star
13563,2,7.83581165628,-21.3714593792,21-22,0.01,0.985634148121,star
14038,2,8.00541274508,-21.8418770987,23-24,0.01,0.0157802663743,galaxies
14039,2,8.00541274508,-21.8418770987,23-24,0.01,0.0157802663743,galaxies
14060,2,8.2009532866,-21.4729779709,19-20,0.01,0.0286348238587,galaxies
14061,2,8.2009532866,-21.4729779709,19-20,0.01,0.0286348238587,galaxies
14134,2,8.19110472927,-21.4606824562,21-22,0.01,0.0263730753213,galaxies
14135,2,8.19110472927,-21.4606824562,21-22,0.01,0.0263730753213,galaxies
14250,2,8.15217962608,-21.3786149769,22-23,0.01,0.0278757829219,galaxies
14251,2,8.15217962608,-21.3786149769,22-23,0.01,0.0278757829219,galaxies
14436,2,8.10226725742,-21.4897786957,22-23,0.01,0.0329412147403,galaxies
14437,2,8.10226725742,-21.4897786957,22-23,0.01,0.0329412147403,galaxies
14798,2,7.91962766947,-21.4800923144,21-22,0.01,0.028364719823,galaxies
14799,2,7.91962766947,-21.4800923144,21-22,0.01,0.028364719823,galaxies
14842,2,7.9513252163,-21.4551763172,24-25,0.01,0.250618636608,galaxies
14843,2,7.9513252163,-21.4551763172,24-25,0.01,0.250618636608,galaxies
14900,2,7.87847539387,-21.5996690968,21-22,0.01,0.0286275055259,galaxies
14901,2,7.87847539387,-21.5996690968,21-22,0.01,0.0286275055259,galaxies
15016,2,7.86869769679,-21.5120225364,19-20,0.01,0.0286022964865,galaxies
15017,2,7.86869769679,-21.5120225364,19-20,0.01,0.0286022964865,galaxies
15028,2,7.86209248732,-21.5046602308,19-20,0.01,0.985717952251,star
15029,2,7.86209248732,-21.5046602308,19-20,0.01,0.985717952251,star
15118,2,8.53038135548,-21.4645838347,19-20,0.01,0.982519328594,star
15119,2,8.53038135548,-21.4645838347,19-20,0.01,0.982519328594,star
15276,2,8.4988462263,-21.3630001526,18-19,0.01,0.993944108486,star
15277,2,8.4988462263,-21.3630001526,18-19,0.01,0.993944108486,star
15484,2,8.42355880878,-21.482626081,21-22,0.01,0.984046280384,star
15485,2,8.42355880878,-21.482626081,21-22,0.01,0.984046280384,star
15522,2,8.41317590714,-21.4689110742,19-20,0.01,0.986467838287,star
15523,2,8.41317590714,-21.4689110742,19-20,0.01,0.986467838287,star
15668,2,8.22562802228,-21.5694893911,18-19,0.01,0.995645821095,star
15669,2,8.22562802228,-21.5694893911,18-19,0.01,0.995645821095,star
16256,2,8.1543351676,-21.5177779798,18-19,0.01,0.985456943512,star
16257,2,8.1543351676,-21.5177779798,18-19,0.01,0.985456943512,star
16348,2,8.09208200635,-21.6626625342,21-22,0.01,0.023664785549,galaxies
16349,2,8.09208200635,-21.6626625342,21-22,0.01,0.023664785549,galaxies
16504,2,8.02700733028,-21.5768339973,20-21,0.01,0.983424007893,star
16505,2,8.02700733028,-21.5768339973,20-21,0.01,0.983424007893,star
16928,2,8.54791982849,-21.558676655,23-24,0.01,0.435652107,galaxies
16929,2,8.54791982849,-21.558676655,23-24,0.01,0.435652107,galaxies
17278,2,8.40250285803,-21.5559526564,23-24,0.01,0.0208724476397,galaxies
17279,2,8.40250285803,-21.5559526564,23-24,0.01,0.0208724476397,galaxies
17796,3,8.2679452528,-20.9693534254,19-20,0.01,0.0286329239607,galaxies
17797,3,8.2679452528,-20.9693534254,19-20,0.01,0.0286329239607,galaxies
18204,3,8.13075909514,-21.0245893705,22-23,0.01,0.0281748659909,galaxies
18205,3,8.13075909514,-21.0245893705,22-23,0.01,0.0281748659909,galaxies
18820,3,8.0901156322,-21.0325431839,22-23,0.01,0.0284490212798,galaxies
18821,3,8.0901156322,-21.0325431839,22-23,0.01,0.0284490212798,galaxies
19148,3,7.92914026901,-21.0850647829,22-23,0.01,0.987388849258,star
19149,3,7.92914026901,-21.0850647829,22-23,0.01,0.987388849258,star
19368,3,7.84614763646,-21.1932762056,22-23,0.01,0.988683342934,star
19369,3,7.84614763646,-21.1932762056,22-23,0.01,0.988683342934,star
19762,3,7.73782608841,-21.1954083467,20-21,0.01,0.0286386180669,galaxies
19763,3,7.73782608841,-21.1954083467,20-21,0.01,0.0286386180669,galaxies
19788,3,7.73471653577,-21.1839260785,23-24,0.01,0.0229838043451,galaxies
19789,3,7.73471653577,-21.1839260785,23-24,0.01,0.0229838043451,galaxies
19992,3,8.33034692719,-21.0446225079,21-22,0.01,0.986377894878,star
19993,3,8.33034692719,-21.0446225079,21-22,0.01,0.986377894878,star
20054,3,8.20344475594,-21.1678419405,23-24,0.01,0.0245258025825,galaxies
20055,3,8.20344475594,-21.1678419405,23-24,0.01,0.0245258025825,galaxies
20120,3,8.23384556212,-21.1382205025,22-23,0.01,0.0279035642743,galaxies
20121,3,8.23384556212,-21.1382205025,22-23,0.01,0.0279035642743,galaxies
20274,3,8.06394160476,-21.2304329598,24-25,0.01,0.000430122076068,galaxies
20275,3,8.06394160476,-21.2304329598,24-25,0.01,0.000430122076068,galaxies
20454,3,8.04736450481,-21.1609318333,23-24,0.01,0.995993554592,star
20455,3,8.04736450481,-21.1609318333,23-24,0.01,0.995993554592,star
20576,3,8.00783452107,-21.2614441812,19-20,0.01,0.967198550701,galaxies
20577,3,8.00783452107,-21.2614441812,19-20,0.01,0.967198550701,galaxies
21146,3,7.76626740914,-21.3657798413,23-24,0.01,0.0269880015403,galaxies
21147,3,7.76626740914,-21.3657798413,23-24,0.01,0.0269880015403,galaxies
21314,3,7.76366186587,-21.2897554893,23-24,0.01,0.971336007118,galaxies
21315,3,7.76366186587,-21.2897554893,23-24,0.01,0.971336007118,galaxies
21332,3,7.78458733594,-21.2811341126,23-24,0.01,0.0182015933096,galaxies
21333,3,7.78458733594,-21.2811341126,23-24,0.01,0.0182015933096,galaxies
21344,3,7.71246961636,-21.2555266461,22-23,0.01,0.0271533820778,galaxies
21345,3,7.71246961636,-21.2555266461,22-23,0.01,0.0271533820778,galaxies
21764,3,8.27521089076,-21.2684071103,21-22,0.01,0.0307302866131,galaxies
21765,3,8.27521089076,-21.2684071103,21-22,0.01,0.0307302866131,galaxies
22874,3,7.83844731799,-21.4576559567,21-22,0.01,0.0286125224084,galaxies
22875,3,7.83844731799,-21.4576559567,21-22,0.01,0.0286125224084,galaxies
23458,3,8.32484980141,-21.3275946812,19-20,0.01,0.985812723637,star
23459,3,8.32484980141,-21.3275946812,19-20,0.01,0.985812723637,star
23484,3,8.0054094451,-21.8418776954,23-24,0.01,0.0157802663743,galaxies
23485,3,8.0054094451,-21.8418776954,23-24,0.01,0.0157802663743,galaxies
23500,3,8.20095313011,-21.472972758,19-20,0.01,0.0286348238587,galaxies
23501,3,8.20095313011,-21.472972758,19-20,0.01,0.0286348238587,galaxies
23574,3,8.1911061867,-21.460683585,21-22,0.01,0.0263730753213,galaxies
23575,3,8.1911061867,-21.460683585,21-22,0.01,0.0263730753213,galaxies
23864,3,8.10226793259,-21.4897788592,22-23,0.01,0.0329412147403,galaxies
23865,3,8.10226793259,-21.4897788592,22-23,0.01,0.0329412147403,galaxies
23952,3,8.04058320208,-21.4559806376,22-23,0.01,0.0279683843255,galaxies
23953,3,8.04058320208,-21.4559806376,22-23,0.01,0.0279683843255,galaxies
24288,3,7.95133004159,-21.4551753297,24-25,0.01,0.250618636608,galaxies
24289,3,7.95133004159,-21.4551753297,24-25,0.01,0.250618636608,galaxies
24330,3,7.87847587574,-21.5996681022,21-22,0.01,0.0286275055259,galaxies
24331,3,7.87847587574,-21.5996681022,21-22,0.01,0.0286275055259,galaxies
24422,3,7.85440010833,-21.5453122379,22-23,0.01,0.0281722247601,galaxies
24423,3,7.85440010833,-21.5453122379,22-23,0.01,0.0281722247601,galaxies
24536,3,8.5303829901,-21.4645842763,19-20,0.01,0.982519328594,star
24537,3,8.5303829901,-21.4645842763,19-20,0.01,0.982519328594,star
24878,3,8.32858043828,-21.4836734845,18-19,0.01,0.0350939705968,galaxies
24879,3,8.32858043828,-21.4836734845,18-19,0.01,0.0350939705968,galaxies
24882,3,8.4235590825,-21.4826252529,21-22,0.01,0.984046280384,star
24883,3,8.4235590825,-21.4826252529,21-22,0.01,0.984046280384,star
24936,3,8.41317638966,-21.468910417,19-20,0.01,0.986467838287,star
24937,3,8.41317638966,-21.468910417,19-20,0.01,0.986467838287,star
24990,3,8.40623298448,-21.443825086,20-21,0.01,0.98317193985,star
24991,3,8.40623298448,-21.443825086,20-21,0.01,0.98317193985,star
25072,3,8.22562907018,-21.5694892766,18-19,0.01,0.995645821095,star
25073,3,8.22562907018,-21.5694892766,18-19,0.01,0.995645821095,star
25290,3,8.2402118355,-21.5168557368,22-23,0.01,0.0280062612146,galaxies
25291,3,8.2402118355,-21.5168557368,22-23,0.01,0.0280062612146,galaxies
25362,3,8.27254457843,-21.5042318944,22-23,0.01,0.999917447567,star
25363,3,8.27254457843,-21.5042318944,22-23,0.01,0.999917447567,star
25424,3,8.29940886476,-21.480264976,18-19,0.01,0.998292863369,star
25425,3,8.29940886476,-21.480264976,18-19,0.01,0.998292863369,star
25768,3,8.09208800021,-21.6626630465,21-22,0.01,0.023664785549,galaxies
25769,3,8.09208800021,-21.6626630465,21-22,0.01,0.023664785549,galaxies
26092,3,7.89854130847,-21.6652570213,18-19,0.01,0.028982097283,galaxies
26093,3,7.89854130847,-21.6652570213,18-19,0.01,0.028982097283,galaxies
26346,3,8.54791869057,-21.5586767194,23-24,0.01,0.435652107,galaxies
26347,3,8.54791869057,-21.5586767194,23-24,0.01,0.435652107,galaxies
26732,3,8.46184249262,-21.5667808143,17-18,0.01,0.028712451458,galaxies
26733,3,8.46184249262,-21.5667808143,17-18,0.01,0.028712451458,galaxies
26754,3,8.47539152614,-21.549300782,23-24,0.01,0.0193485375494,galaxies
26755,3,8.47539152614,-21.549300782,23-24,0.01,0.0193485375494,galaxies
27084,3,8.31978861553,-21.622654666,21-22,0.01,0.000858894200064,galaxies
27085,3,8.31978861553,-21.622654666,21-22,0.01,0.000858894200064,galaxies
27156,4,8.26794431509,-20.9693527891,19-20,0.01,0.0286329239607,galaxies
27157,4,8.26794431509,-20.9693527891,19-20,0.01,0.0286329239607,galaxies
27396,4,8.17068940095,-21.6693252151,20-21,0.01,0.984321892262,star
27397,4,8.17068940095,-21.6693252151,20-21,0.01,0.984321892262,star
27454,4,8.22864360982,-21.6430419895,21-22,0.01,0.999830424786,star
27455,4,8.22864360982,-21.6430419895,21-22,0.01,0.999830424786,star
27498,4,8.13075751065,-21.0245906961,22-23,0.01,0.0281748659909,galaxies
27499,4,8.13075751065,-21.0245906961,22-23,0.01,0.0281748659909,galaxies
27994,4,8.0901151148,-21.0325460504,22-23,0.01,0.0284490212798,galaxies
27995,4,8.0901151148,-21.0325460504,22-23,0.01,0.0284490212798,galaxies
28168,4,7.92914030533,-21.0850640941,22-23,0.01,0.987388849258,star
28169,4,7.92914030533,-21.0850640941,22-23,0.01,0.987388849258,star
28356,4,7.9760660457,-21.756367324,22-23,0.01,0.00109829881694,galaxies
28357,4,7.9760660457,-21.756367324,22-23,0.01,0.00109829881694,galaxies
28722,4,7.73782541082,-21.1954071333,20-21,0.01,0.0286386180669,galaxies
28723,4,7.73782541082,-21.1954071333,20-21,0.01,0.0286386180669,galaxies
28748,4,7.73471764218,-21.183925429,23-24,0.01,0.0229838043451,galaxies
28749,4,7.73471764218,-21.183925429,23-24,0.01,0.0229838043451,galaxies
28878,4,8.33034557945,-21.0446136969,21-22,0.01,0.986377894878,star
28879,4,8.33034557945,-21.0446136969,21-22,0.01,0.986377894878,star
29000,4,8.23384587956,-21.138222829,22-23,0.01,0.0279035642743,galaxies
29001,4,8.23384587956,-21.138222829,22-23,0.01,0.0279035642743,galaxies
29336,4,8.04735847046,-21.1609295875,23-24,0.01,0.995993554592,star
29337,4,8.04735847046,-21.1609295875,23-24,0.01,0.995993554592,star
29456,4,8.10188040635,-21.1070431928,21-22,0.01,0.0280291289091,galaxies
29457,4,8.10188040635,-21.1070431928,21-22,0.01,0.0280291289091,galaxies
29974,4,7.84519122693,-21.214845123,22-23,0.01,0.989361405373,star
29975,4,7.84519122693,-21.214845123,22-23,0.01,0.989361405373,star
30136,4,7.76366202774,-21.2897609891,23-24,0.01,0.971336007118,galaxies
30137,4,7.76366202774,-21.2897609891,23-24,0.01,0.971336007118,galaxies
30160,4,7.78459146615,-21.2811359367,23-24,0.01,0.0182015933096,galaxies
30161,4,7.78459146615,-21.2811359367,23-24,0.01,0.0182015933096,galaxies
30214,4,7.71247354167,-21.2555269447,22-23,0.01,0.0271533820778,galaxies
30215,4,7.71247354167,-21.2555269447,22-23,0.01,0.0271533820778,galaxies
30516,4,8.27520997117,-21.2684075554,21-22,0.01,0.0307302866131,galaxies
30517,4,8.27520997117,-21.2684075554,21-22,0.01,0.0307302866131,galaxies
31016,4,8.13781874293,-21.2316303892,21-22,0.01,0.0283979158849,galaxies
31017,4,8.13781874293,-21.2316303892,21-22,0.01,0.0283979158849,galaxies
31594,4,7.83845260888,-21.4576584441,21-22,0.01,0.0286125224084,galaxies
31595,4,7.83845260888,-21.4576584441,21-22,0.01,0.0286125224084,galaxies
31816,4,7.8358136301,-21.371458103,21-22,0.01,0.985634148121,star
31817,4,7.8358136301,-21.371458103,21-22,0.01,0.985634148121,star
32188,4,8.3248502672,-21.3275867612,19-20,0.01,0.985812723637,star
32189,4,8.3248502672,-21.3275867612,19-20,0.01,0.985812723637,star
32256,4,8.19110639452,-21.4606752818,21-22,0.01,0.0263730753213,galaxies
32257,4,8.19110639452,-21.4606752818,21-22,0.01,0.0263730753213,galaxies
32398,4,8.15217962159,-21.3786169922,22-23,0.01,0.0278757829219,galaxies
32399,4,8.15217962159,-21.3786169922,22-23,0.01,0.0278757829219,galaxies
32538,4,8.10227361599,-21.4897797357,22-23,0.01,0.0329412147403,galaxies
32539,4,8.10227361599,-21.4897797357,22-23,0.01,0.0329412147403,galaxies
32626,4,8.04058293451,-21.4559788963,22-23,0.01,0.0279683843255,galaxies
32627,4,8.04058293451,-21.4559788963,22-23,0.01,0.0279683843255,galaxies
32946,4,7.91962627951,-21.480091207,21-22,0.01,0.028364719823,galaxies
32947,4,7.91962627951,-21.480091207,21-22,0.01,0.028364719823,galaxies
33006,4,7.95132887851,-21.4551742345,24-25,0.01,0.250618636608,galaxies
33007,4,7.95132887851,-21.4551742345,24-25,0.01,0.250618636608,galaxies
33108,4,7.85439933103,-21.5453141561,22-23,0.01,0.0281722247601,galaxies
33109,4,7.85439933103,-21.5453141561,22-23,0.01,0.0281722247601,galaxies
33166,4,7.86869889871,-21.512024634,19-20,0.01,0.0286022964865,galaxies
33167,4,7.86869889871,-21.512024634,19-20,0.01,0.0286022964865,galaxies
33180,4,7.86208988815,-21.5046626884,19-20,0.01,0.985717952251,star
33181,4,7.86208988815,-21.5046626884,19-20,0.01,0.985717952251,star
33374,4,8.49884495469,-21.3629987019,18-19,0.01,0.993944108486,star
33375,4,8.49884495469,-21.3629987019,18-19,0.01,0.993944108486,star
33506,4,8.3285763071,-21.4836719382,18-19,0.01,0.0350939705968,galaxies
33507,4,8.3285763071,-21.4836719382,18-19,0.01,0.0350939705968,galaxies
33510,4,8.42356014644,-21.4826241442,21-22,0.01,0.984046280384,star
33511,4,8.42356014644,-21.4826241442,21-22,0.01,0.984046280384,star
33564,4,8.41317648603,-21.4689094377,19-20,0.01,0.986467838287,star
33565,4,8.41317648603,-21.4689094377,19-20,0.01,0.986467838287,star
33628,4,8.40623386515,-21.4438256101,20-21,0.01,0.98317193985,star
33629,4,8.40623386515,-21.4438256101,20-21,0.01,0.98317193985,star
33882,4,8.2402157419,-21.5168530564,22-23,0.01,0.0280062612146,galaxies
33883,4,8.2402157419,-21.5168530564,22-23,0.01,0.0280062612146,galaxies
33958,4,8.27254373269,-21.5042317485,22-23,0.01,0.999917447567,star
33959,4,8.27254373269,-21.5042317485,22-23,0.01,0.999917447567,star
34056,4,8.29940948917,-21.4802660511,18-19,0.01,0.998292863369,star
34057,4,8.29940948917,-21.4802660511,18-19,0.01,0.998292863369,star
34330,4,8.15433618626,-21.5177761238,18-19,0.01,0.985456943512,star
34331,4,8.15433618626,-21.5177761238,18-19,0.01,0.985456943512,star
34546,4,8.02701044291,-21.5768396527,20-21,0.01,0.983424007893,star
34547,4,8.02701044291,-21.5768396527,20-21,0.01,0.983424007893,star
34694,4,7.8985404468,-21.6652598871,18-19,0.01,0.028982097283,galaxies
